locus_tag	ftype	length_bp	gene	EC_number	COG	product
PJNEKNFH_02882	CDS	777			COG0730	putative membrane transporter protein
PJNEKNFH_02883	CDS	693				IS6 family transposase ISApr5
PJNEKNFH_02884	CDS	327				hypothetical protein
PJNEKNFH_02885	CDS	315				hypothetical protein
PJNEKNFH_02886	CDS	174				hypothetical protein
PJNEKNFH_02887	CDS	405				hypothetical protein
PJNEKNFH_02888	CDS	1494	nuoM_2	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
PJNEKNFH_02889	CDS	1443	nuoN_2	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
PJNEKNFH_02890	CDS	750	birA_2	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
PJNEKNFH_02891	CDS	780	coaX_1	2.7.1.33	COG1521	Type III pantothenate kinase
PJNEKNFH_02892	CDS	1680	rnj_1	3.1.-.-	COG0595	Ribonuclease J
PJNEKNFH_02893	CDS	426	epi_2	5.1.99.-	COG0346	Ethylmalonyl-CoA/methylmalonyl-CoA epimerase
PJNEKNFH_02894	CDS	267				hypothetical protein
PJNEKNFH_02895	CDS	357				hypothetical protein
PJNEKNFH_02896	CDS	1317	proS_2	6.1.1.15	COG0442	Proline--tRNA ligase
PJNEKNFH_02897	CDS	1290	lolE_2		COG4591	Lipoprotein-releasing system transmembrane protein LolE
PJNEKNFH_02898	CDS	723	lolD_2	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
PJNEKNFH_02899	CDS	117				hypothetical protein
PJNEKNFH_02900	CDS	3495	dnaE1_2	2.7.7.7		DNA polymerase III subunit alpha
PJNEKNFH_02901	tRNA	77				tRNA-Pro(tgg)
PJNEKNFH_02902	CDS	360				hypothetical protein
PJNEKNFH_02903	CDS	474	phaC_2	2.3.1.-	COG3243	Poly(3-hydroxyalkanoate) polymerase subunit PhaC
PJNEKNFH_02904	CDS	231				hypothetical protein
PJNEKNFH_02905	CDS	1374				hypothetical protein
PJNEKNFH_02906	CDS	138				hypothetical protein
PJNEKNFH_02907	CDS	402		4.4.1.22		Putative glutathione-dependent formaldehyde-activating enzyme
PJNEKNFH_02908	CDS	1362	egtA_2	6.3.2.2		Glutamate--cysteine ligase EgtA
PJNEKNFH_02909	CDS	762	rsmE_2	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
PJNEKNFH_02910	CDS	1164	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
PJNEKNFH_02911	CDS	1785	dmdC_2	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
PJNEKNFH_02912	CDS	486				hypothetical protein
PJNEKNFH_02913	CDS	441				hypothetical protein
PJNEKNFH_02914	CDS	1458	selO_2	2.7.7.-	COG0397	Protein adenylyltransferase SelO
PJNEKNFH_02915	CDS	1251	nhaA_1		COG3004	Na(+)/H(+) antiporter NhaA
PJNEKNFH_02916	CDS	345				hypothetical protein
PJNEKNFH_02917	CDS	171				hypothetical protein
PJNEKNFH_02918	CDS	96				hypothetical protein
PJNEKNFH_02919	CDS	267				hypothetical protein
PJNEKNFH_02920	CDS	273				hypothetical protein
PJNEKNFH_02921	CDS	945				hypothetical protein
PJNEKNFH_02922	CDS	144				hypothetical protein
PJNEKNFH_02923	CDS	273				hypothetical protein
PJNEKNFH_02924	CDS	666				hypothetical protein
PJNEKNFH_02925	CDS	633				hypothetical protein
PJNEKNFH_02926	CDS	312				hypothetical protein
PJNEKNFH_02927	CDS	336				hypothetical protein
PJNEKNFH_02928	CDS	261				hypothetical protein
PJNEKNFH_02929	CDS	465				hypothetical protein
PJNEKNFH_02930	CDS	384				hypothetical protein
PJNEKNFH_02931	CDS	834				hypothetical protein
PJNEKNFH_02932	CDS	522				hypothetical protein
PJNEKNFH_02933	CDS	582				hypothetical protein
PJNEKNFH_02934	CDS	768				hypothetical protein
PJNEKNFH_02935	tRNA	90				tRNA-Ser(gga)
PJNEKNFH_02936	CDS	432				IS481 family transposase ISRel12
PJNEKNFH_02937	CDS	363				hypothetical protein
PJNEKNFH_02938	CDS	1011				hypothetical protein
PJNEKNFH_02939	CDS	507				hypothetical protein
PJNEKNFH_02940	CDS	387				hypothetical protein
PJNEKNFH_02941	CDS	828				hypothetical protein
PJNEKNFH_02942	CDS	108				hypothetical protein
PJNEKNFH_02943	CDS	687				hypothetical protein
PJNEKNFH_02944	CDS	1269	amiC_1	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
PJNEKNFH_02945	CDS	3180	rne_1	3.1.26.12		Ribonuclease E
PJNEKNFH_02946	CDS	972	thiL_1	2.7.4.16	COG0611	Thiamine-monophosphate kinase
PJNEKNFH_02947	CDS	486	nusB_1		COG0781	Transcription antitermination protein NusB
PJNEKNFH_02948	CDS	492	ribH1_1	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase 1
PJNEKNFH_02949	CDS	699	ribE_1	2.5.1.9		Riboflavin synthase
PJNEKNFH_02950	CDS	1164	ribD_1		COG0117	Riboflavin biosynthesis protein RibD
PJNEKNFH_02951	CDS	483	nrdR_1		COG1327	Transcriptional repressor NrdR
PJNEKNFH_02952	CDS	1392	glyA2_1	2.1.2.1		Serine hydroxymethyltransferase 2
PJNEKNFH_02953	CDS	195				hypothetical protein
PJNEKNFH_02954	CDS	300				hypothetical protein
PJNEKNFH_02955	CDS	1002				hypothetical protein
PJNEKNFH_02956	tRNA	85				tRNA-Leu(gag)
PJNEKNFH_02957	CDS	294				hypothetical protein
PJNEKNFH_02958	CDS	696	lipB_1	2.3.1.181		Octanoyltransferase
PJNEKNFH_02959	CDS	168	fptA_4		COG4773	Fe(3+)-pyochelin receptor
PJNEKNFH_02960	CDS	147				hypothetical protein
PJNEKNFH_02961	CDS	1296				hypothetical protein
PJNEKNFH_02962	CDS	912				hypothetical protein
PJNEKNFH_02963	CDS	552				hypothetical protein
PJNEKNFH_02964	CDS	822	fabI_2	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
PJNEKNFH_02965	CDS	216				hypothetical protein
PJNEKNFH_02966	CDS	1230	fabB_2	2.3.1.41		3-oxoacyl-[acyl-carrier-protein] synthase 1
PJNEKNFH_02967	CDS	546	fabA_3	4.2.1.59	COG0764	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
PJNEKNFH_02968	CDS	1197	metK_2	2.5.1.6	COG0192	S-adenosylmethionine synthase
PJNEKNFH_02969	CDS	207				hypothetical protein
PJNEKNFH_02970	CDS	570	dsbE_1		COG0526	Thiol:disulfide interchange protein DsbE
PJNEKNFH_02971	CDS	153				hypothetical protein
PJNEKNFH_02972	CDS	720	ccmC_2		COG0755	Heme exporter protein C
PJNEKNFH_02973	CDS	1485				hypothetical protein
PJNEKNFH_02974	CDS	666	ccmB_2		COG2386	Heme exporter protein B
PJNEKNFH_02975	CDS	603	ccmA_2	7.6.2.5	COG4133	Cytochrome c biogenesis ATP-binding export protein CcmA
PJNEKNFH_02976	CDS	2706	acnA_2	4.2.1.3	COG1048	Aconitate hydratase A
PJNEKNFH_02977	CDS	240	acpP_2		COG0236	Acyl carrier protein AcpP
PJNEKNFH_02978	CDS	741	fabG_5	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
PJNEKNFH_02979	CDS	957	fabD_2	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
PJNEKNFH_02980	CDS	1260	mntH_2			Divalent metal cation transporter MntH
PJNEKNFH_02981	CDS	387	rpsF_2		COG0360	30S ribosomal protein S6
PJNEKNFH_02982	CDS	276	rpsR_2		COG0238	30S ribosomal protein S18
PJNEKNFH_02983	CDS	585	rplI_2		COG0359	50S ribosomal protein L9
PJNEKNFH_02984	CDS	375				hypothetical protein
PJNEKNFH_02985	CDS	1287				hypothetical protein
PJNEKNFH_02986	CDS	3525	addA_2	3.6.4.12		ATP-dependent helicase/nuclease subunit A
PJNEKNFH_02987	CDS	327	trxA_1		COG0526	Thioredoxin
PJNEKNFH_02988	CDS	1275	fpgS_2	6.3.2.17		Folylpolyglutamate synthase
PJNEKNFH_02989	CDS	366				hypothetical protein
PJNEKNFH_02990	CDS	210				hypothetical protein
PJNEKNFH_02991	CDS	1758				hypothetical protein
PJNEKNFH_02992	CDS	228				hypothetical protein
PJNEKNFH_02993	CDS	327				hypothetical protein
PJNEKNFH_02994	CDS	1998	zosA	3.6.3.-	COG2217	Zinc-transporting ATPase
PJNEKNFH_02995	CDS	402				hypothetical protein
PJNEKNFH_02996	CDS	1338				hypothetical protein
PJNEKNFH_02997	CDS	510				hypothetical protein
PJNEKNFH_02998	CDS	492				hypothetical protein
PJNEKNFH_02999	CDS	1032				hypothetical protein
PJNEKNFH_03000	CDS	1185				hypothetical protein
PJNEKNFH_03001	CDS	519				hypothetical protein
PJNEKNFH_03002	CDS	1251	rodZ			Cytoskeleton protein RodZ
PJNEKNFH_03003	CDS	1188				hypothetical protein
PJNEKNFH_03004	CDS	939				hypothetical protein
PJNEKNFH_03005	CDS	210				hypothetical protein
PJNEKNFH_03006	CDS	489				hypothetical protein
PJNEKNFH_03007	CDS	297				hypothetical protein
PJNEKNFH_03008	CDS	600				hypothetical protein
PJNEKNFH_03009	CDS	1485				hypothetical protein
PJNEKNFH_03010	CDS	1215	pbpE_1		COG1680	Penicillin-binding protein 4*
PJNEKNFH_03011	CDS	948	era_2		COG1159	GTPase Era
PJNEKNFH_03012	CDS	711	rnc_2	3.1.26.3	COG0571	Ribonuclease 3
PJNEKNFH_03013	CDS	1362				hypothetical protein
PJNEKNFH_03014	CDS	402	acpS_2	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
PJNEKNFH_03015	CDS	741	pdxJ_2	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
PJNEKNFH_03016	CDS	618	pyrE_2	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
PJNEKNFH_03017	CDS	774				hypothetical protein
PJNEKNFH_03018	CDS	2067	rsh_2	2.7.6.5		GTP pyrophosphokinase rsh
PJNEKNFH_03019	CDS	360	rpoZ_2	2.7.7.6		DNA-directed RNA polymerase subunit omega
PJNEKNFH_03020	CDS	381	folK_2	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
PJNEKNFH_03021	CDS	549				hypothetical protein
PJNEKNFH_03022	CDS	198				hypothetical protein
PJNEKNFH_03023	CDS	471	smpB_2			SsrA-binding protein
PJNEKNFH_03024	CDS	885	dapA_3	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
PJNEKNFH_03025	CDS	129				hypothetical protein
PJNEKNFH_03026	CDS	564				hypothetical protein
PJNEKNFH_03027	CDS	300				hypothetical protein
PJNEKNFH_03028	CDS	1809	pepF1_1	3.4.24.-		Oligoendopeptidase F, plasmid
PJNEKNFH_03029	CDS	1818				hypothetical protein
PJNEKNFH_03030	CDS	1452	atoC_3		COG2204	Regulatory protein AtoC
PJNEKNFH_03031	CDS	351				hypothetical protein
PJNEKNFH_03032	CDS	1437	yhdG_1		COG0531	putative amino acid permease YhdG
PJNEKNFH_03033	tRNA	76				tRNA-Lys(ctt)
PJNEKNFH_03034	CDS	1287				hypothetical protein
PJNEKNFH_03035	CDS	618				hypothetical protein
PJNEKNFH_03036	CDS	939				hypothetical protein
PJNEKNFH_03037	CDS	783	mlaF	3.6.3.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
PJNEKNFH_03038	CDS	1122				hypothetical protein
PJNEKNFH_03039	CDS	831				hypothetical protein
PJNEKNFH_03040	CDS	912	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
PJNEKNFH_03041	CDS	873				hypothetical protein
PJNEKNFH_03042	CDS	462	argA_2	2.3.1.1		Amino-acid acetyltransferase
PJNEKNFH_03043	CDS	423	rplQ_2		COG0203	50S ribosomal protein L17
PJNEKNFH_03044	CDS	1020	rpoA_2	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
PJNEKNFH_03045	CDS	390	rpsK_2		COG0100	30S ribosomal protein S11
PJNEKNFH_03046	CDS	369	rpsM_2		COG0099	30S ribosomal protein S13
PJNEKNFH_03047	CDS	1119				hypothetical protein
PJNEKNFH_03048	CDS	738				hypothetical protein
PJNEKNFH_03049	CDS	2472				hypothetical protein
PJNEKNFH_03050	CDS	561	adk_2	2.7.4.3	COG0563	Adenylate kinase
PJNEKNFH_03051	CDS	1374	secY_2		COG0201	Protein translocase subunit SecY
PJNEKNFH_03052	CDS	591				hypothetical protein
PJNEKNFH_03053	CDS	195	rpmD_2		COG1841	50S ribosomal protein L30
PJNEKNFH_03054	CDS	603	rpsE_2		COG0098	30S ribosomal protein S5
PJNEKNFH_03055	CDS	357	rplR_2		COG0256	50S ribosomal protein L18
PJNEKNFH_03056	CDS	534	rplF_2		COG0097	50S ribosomal protein L6
PJNEKNFH_03057	CDS	399	rpsH_2		COG0096	30S ribosomal protein S8
PJNEKNFH_03058	CDS	306	rpsN_2		COG0199	30S ribosomal protein S14
PJNEKNFH_03059	CDS	132	rplE_2		COG0094	50S ribosomal protein L5
PJNEKNFH_03060	CDS	507	ibpA_4			Small heat shock protein IbpA
PJNEKNFH_03061	CDS	327	ibpA_5		COG0071	Small heat shock protein IbpA
PJNEKNFH_03062	CDS	99				hypothetical protein
PJNEKNFH_03063	CDS	453	ibpA_6		COG0071	Small heat shock protein IbpA
PJNEKNFH_03064	CDS	516				hypothetical protein
PJNEKNFH_03065	CDS	222				hypothetical protein
PJNEKNFH_03066	CDS	1125	degP_2	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
PJNEKNFH_03067	CDS	534				hypothetical protein
PJNEKNFH_03068	CDS	183				hypothetical protein
PJNEKNFH_03069	CDS	1518				hypothetical protein
PJNEKNFH_03070	CDS	360				hypothetical protein
PJNEKNFH_03071	CDS	963	cmpR_3		COG0583	HTH-type transcriptional activator CmpR
PJNEKNFH_03072	CDS	1470	cbbL	4.1.1.39		Ribulose bisphosphate carboxylase large chain
PJNEKNFH_03073	CDS	426	cbbS_2	4.1.1.39	COG4451	Ribulose bisphosphate carboxylase small chain
PJNEKNFH_03074	CDS	915	cbbX		COG0464	Protein CbbX
PJNEKNFH_03075	CDS	408				hypothetical protein
PJNEKNFH_03076	CDS	309	dapL_2	2.6.1.83		LL-diaminopimelate aminotransferase
PJNEKNFH_03077	CDS	828				hypothetical protein
PJNEKNFH_03078	CDS	555				hypothetical protein
PJNEKNFH_03079	CDS	1002	wbgU_2	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
PJNEKNFH_03080	tRNA	76				tRNA-Ala(ggc)
PJNEKNFH_03081	CDS	468				hypothetical protein
PJNEKNFH_03082	tRNA	91				tRNA-Glu(ctc)
PJNEKNFH_03083	CDS	642	cmk_2	2.7.4.25		Cytidylate kinase
PJNEKNFH_03084	CDS	1701	rpsA_2		COG0539	30S ribosomal protein S1
PJNEKNFH_03085	CDS	1131	pbpE_2		COG1680	Penicillin-binding protein 4*
PJNEKNFH_03086	CDS	291	ihfB_2		COG0776	Integration host factor subunit beta
PJNEKNFH_03087	CDS	423	mscL_2		COG1970	Large-conductance mechanosensitive channel
PJNEKNFH_03088	CDS	1125				hypothetical protein
PJNEKNFH_03089	CDS	1290	adiC_1		COG0531	Arginine/agmatine antiporter
PJNEKNFH_03090	CDS	1152	carA_2	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
PJNEKNFH_03091	CDS	402				hypothetical protein
PJNEKNFH_03092	CDS	435	dnaG_3	2.7.7.-		DNA primase
PJNEKNFH_03093	CDS	228				hypothetical protein
PJNEKNFH_03094	CDS	618				hypothetical protein
PJNEKNFH_03095	CDS	267				hypothetical protein
PJNEKNFH_03096	tRNA	90				tRNA-Ser(cga)
PJNEKNFH_03097	CDS	930				hypothetical protein
PJNEKNFH_03098	CDS	663				hypothetical protein
PJNEKNFH_03099	CDS	879				hypothetical protein
PJNEKNFH_03100	CDS	873				hypothetical protein
PJNEKNFH_03101	CDS	201				hypothetical protein
PJNEKNFH_03102	CDS	2088	bepA_6	3.4.-.-		Beta-barrel assembly-enhancing protease
PJNEKNFH_03103	CDS	402	flbT_2			flagellum biosynthesis repressor protein FlbT
PJNEKNFH_03104	CDS	363				hypothetical protein
PJNEKNFH_03105	CDS	834	fliC_1		COG1344	Flagellin
PJNEKNFH_03106	CDS	639				hypothetical protein
PJNEKNFH_03107	CDS	549				hypothetical protein
PJNEKNFH_03108	CDS	1164	acdA_3	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
PJNEKNFH_03109	CDS	1206	virB4_2		COG3451	Type IV secretion system protein virB4
PJNEKNFH_03110	CDS	471				hypothetical protein
PJNEKNFH_03111	CDS	750				hypothetical protein
PJNEKNFH_03112	CDS	267				hypothetical protein
PJNEKNFH_03113	CDS	1245				hypothetical protein
PJNEKNFH_03114	CDS	663				hypothetical protein
PJNEKNFH_03115	CDS	1020				hypothetical protein
PJNEKNFH_03116	CDS	1209				hypothetical protein
PJNEKNFH_03117	CDS	237				hypothetical protein
PJNEKNFH_03118	CDS	1011	ftsH_2	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
PJNEKNFH_03119	CDS	2544				hypothetical protein
PJNEKNFH_03120	CDS	624				hypothetical protein
PJNEKNFH_03121	CDS	231				hypothetical protein
PJNEKNFH_03122	CDS	897				hypothetical protein
PJNEKNFH_03123	CDS	408				hypothetical protein
PJNEKNFH_03124	CDS	525				hypothetical protein
PJNEKNFH_03125	CDS	243				hypothetical protein
PJNEKNFH_03126	CDS	231				hypothetical protein
PJNEKNFH_03127	CDS	2178	dapb1_2	3.4.14.-		Dipeptidyl aminopeptidase BI
PJNEKNFH_03128	CDS	534		2.3.1.-		L-methionine sulfoximine/L-methionine sulfone acetyltransferase
PJNEKNFH_03129	CDS	3333	tolB_2			Tol-Pal system protein TolB
PJNEKNFH_03130	CDS	1152				hypothetical protein
PJNEKNFH_03131	CDS	1347				hypothetical protein
PJNEKNFH_03132	CDS	2067	gyrB_2	5.6.2.2	COG0187	DNA gyrase subunit B
PJNEKNFH_03133	CDS	1002				hypothetical protein
PJNEKNFH_03134	CDS	357				hypothetical protein
PJNEKNFH_03135	CDS	516				hypothetical protein
PJNEKNFH_03136	CDS	456				hypothetical protein
PJNEKNFH_03137	CDS	687				hypothetical protein
PJNEKNFH_03138	CDS	732				hypothetical protein
PJNEKNFH_03139	CDS	1455	clsB	2.7.8.-		Cardiolipin synthase B
PJNEKNFH_03140	CDS	192				hypothetical protein
PJNEKNFH_03141	CDS	2487				hypothetical protein
PJNEKNFH_03142	CDS	594				hypothetical protein
PJNEKNFH_03143	CDS	1155	hcaT_1			putative 3-phenylpropionic acid transporter
PJNEKNFH_03144	CDS	372				hypothetical protein
PJNEKNFH_03145	CDS	975	pip_1	3.4.11.5		Proline iminopeptidase
PJNEKNFH_03146	CDS	462				hypothetical protein
PJNEKNFH_03147	CDS	1158	mrdB_1	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
PJNEKNFH_03148	CDS	2073	mrdA_1	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
PJNEKNFH_03149	CDS	498				hypothetical protein
PJNEKNFH_03150	CDS	1563	bepA_7	3.4.-.-		Beta-barrel assembly-enhancing protease
PJNEKNFH_03151	CDS	381				hypothetical protein
PJNEKNFH_03152	CDS	1590	malL_1	3.2.1.10	COG0366	Oligo-1,6-glucosidase 1
PJNEKNFH_03153	CDS	1281	dctM_2		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
PJNEKNFH_03154	CDS	516				hypothetical protein
PJNEKNFH_03155	CDS	1002			COG1638	Solute-binding protein
PJNEKNFH_03156	CDS	957				hypothetical protein
PJNEKNFH_03157	CDS	1377				hypothetical protein
PJNEKNFH_03158	CDS	1041	exuR		COG1609	putative HTH-type transcriptional repressor ExuR
PJNEKNFH_03159	CDS	369				hypothetical protein
PJNEKNFH_03160	CDS	645	lacB	5.3.1.26		Galactose-6-phosphate isomerase subunit LacB
PJNEKNFH_03161	CDS	747	kduD_1	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
PJNEKNFH_03162	CDS	1440				hypothetical protein
PJNEKNFH_03163	CDS	780				hypothetical protein
PJNEKNFH_03164	CDS	546				hypothetical protein
PJNEKNFH_03165	CDS	528				hypothetical protein
PJNEKNFH_03166	CDS	939	ribF_2		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
PJNEKNFH_03167	CDS	462	phaJ_1	4.2.1.119	COG2030	(R)-specific enoyl-CoA hydratase
PJNEKNFH_03168	CDS	870	yutF_2	3.1.3.-	COG0647	Acid sugar phosphatase
PJNEKNFH_03169	CDS	495				hypothetical protein
PJNEKNFH_03170	CDS	1275				hypothetical protein
PJNEKNFH_03171	CDS	771	fabG_6	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
PJNEKNFH_03172	CDS	903	lpxL_2	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
PJNEKNFH_03173	CDS	513	rcsC_8	2.7.13.3		Sensor histidine kinase RcsC
PJNEKNFH_03174	CDS	864				hypothetical protein
PJNEKNFH_03175	CDS	204				hypothetical protein
PJNEKNFH_03176	CDS	1458	xseA_2	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
PJNEKNFH_03177	CDS	1290	purD_2	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
PJNEKNFH_03178	CDS	345				hypothetical protein
PJNEKNFH_03179	CDS	648				hypothetical protein
PJNEKNFH_03180	CDS	1110				hypothetical protein
PJNEKNFH_03181	CDS	1935		3.4.11.18		Methionine aminopeptidase 1, mitochondrial
PJNEKNFH_03182	CDS	897	prmC_2	2.1.1.297		Release factor glutamine methyltransferase
PJNEKNFH_03183	CDS	270				hypothetical protein
PJNEKNFH_03184	CDS	1608			COG1233	putative protein
PJNEKNFH_03185	CDS	813				hypothetical protein
PJNEKNFH_03186	CDS	342				hypothetical protein
PJNEKNFH_03187	CDS	762	yadH_1		COG0842	Inner membrane transport permease YadH
PJNEKNFH_03188	CDS	912	yadG_1		COG1131	putative ABC transporter ATP-binding protein YadG
PJNEKNFH_03189	CDS	2451	uvrD_1	3.6.4.12	COG0210	DNA helicase II
PJNEKNFH_03190	CDS	174				hypothetical protein
PJNEKNFH_03191	CDS	327				hypothetical protein
PJNEKNFH_03192	CDS	1323				hypothetical protein
PJNEKNFH_03193	CDS	1935	acsA_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
PJNEKNFH_03194	CDS	855	rbsK	2.7.1.15	COG0524	Ribokinase
PJNEKNFH_03195	CDS	942	rihA_1	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
PJNEKNFH_03196	CDS	702	racX_1	5.1.1.10	COG1794	Broad specificity amino-acid racemase RacX
PJNEKNFH_03197	CDS	954				hypothetical protein
PJNEKNFH_03198	CDS	999	cuyA	4.4.1.25	COG2515	L-cysteate sulfo-lyase
PJNEKNFH_03199	CDS	1374	dctA_1			C4-dicarboxylate transport protein
PJNEKNFH_03200	CDS	1911	thiC_2	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
PJNEKNFH_03201	CDS	828				hypothetical protein
PJNEKNFH_03202	CDS	447	aguA_1	3.5.3.12	COG2957	Agmatine deiminase
PJNEKNFH_03203	CDS	741				hypothetical protein
PJNEKNFH_03204	CDS	909	mmsB_2	1.1.1.31	COG2084	3-hydroxyisobutyrate dehydrogenase
PJNEKNFH_03205	CDS	210				hypothetical protein
PJNEKNFH_03206	CDS	822	cysE_2	2.3.1.30	COG1045	Serine acetyltransferase
PJNEKNFH_03207	CDS	630				hypothetical protein
PJNEKNFH_03208	CDS	600				hypothetical protein
PJNEKNFH_03209	CDS	933				hypothetical protein
PJNEKNFH_03210	CDS	462	queF_2	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
PJNEKNFH_03211	CDS	933				hypothetical protein
PJNEKNFH_03212	CDS	684				hypothetical protein
PJNEKNFH_03213	CDS	201				hypothetical protein
PJNEKNFH_03214	CDS	213	cspA_6		COG1278	Cold shock protein CspA
PJNEKNFH_03215	CDS	213	cspA_7		COG1278	Cold shock protein CspA
PJNEKNFH_03216	CDS	264				hypothetical protein
PJNEKNFH_03217	CDS	1158	metC_2	4.4.1.13	COG0626	Cystathionine beta-lyase
PJNEKNFH_03218	CDS	825				hypothetical protein
PJNEKNFH_03219	CDS	747				hypothetical protein
PJNEKNFH_03220	CDS	876	cbs_1	4.2.1.22	COG0031	Putative cystathionine beta-synthase
PJNEKNFH_03221	CDS	138				hypothetical protein
PJNEKNFH_03222	CDS	489				hypothetical protein
PJNEKNFH_03223	CDS	186				hypothetical protein
PJNEKNFH_03224	CDS	222				hypothetical protein
PJNEKNFH_03225	CDS	204				hypothetical protein
PJNEKNFH_03226	CDS	846				hypothetical protein
PJNEKNFH_03227	CDS	579				hypothetical protein
PJNEKNFH_03228	CDS	579				hypothetical protein
PJNEKNFH_03229	CDS	2280	mtgA_3	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
PJNEKNFH_03230	CDS	642				hypothetical protein
PJNEKNFH_03231	CDS	1551	mdtD_1			Putative multidrug resistance protein MdtD
PJNEKNFH_03232	CDS	123				hypothetical protein
PJNEKNFH_03233	CDS	174				hypothetical protein
PJNEKNFH_03234	CDS	570				IS1595 family transposase ISNwi3
PJNEKNFH_03235	CDS	468				hypothetical protein
PJNEKNFH_03236	CDS	939				IS1595 family transposase ISNwi1
PJNEKNFH_03237	CDS	150				hypothetical protein
PJNEKNFH_03238	CDS	519				hypothetical protein
PJNEKNFH_03239	CDS	330				hypothetical protein
PJNEKNFH_03240	CDS	288				hypothetical protein
PJNEKNFH_03241	CDS	978				hypothetical protein
PJNEKNFH_03242	CDS	429				hypothetical protein
PJNEKNFH_03243	CDS	1278	lysA_2	4.1.1.20	COG0019	Diaminopimelate decarboxylase
PJNEKNFH_03244	CDS	246				hypothetical protein
PJNEKNFH_03245	CDS	1404	argH_2	4.3.2.1	COG0165	Argininosuccinate lyase
PJNEKNFH_03246	CDS	600	tlpA_2		COG0526	Thiol:disulfide interchange protein TlpA
PJNEKNFH_03247	tRNA	77				tRNA-Met(cat)
PJNEKNFH_03248	CDS	1215	yliI_2	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
PJNEKNFH_03249	CDS	3252	btuB_11			Vitamin B12 transporter BtuB
PJNEKNFH_03250	CDS	399				hypothetical protein
PJNEKNFH_03251	CDS	231				hypothetical protein
PJNEKNFH_03252	CDS	192				hypothetical protein
PJNEKNFH_03253	CDS	423				hypothetical protein
PJNEKNFH_03254	CDS	954	czcD_1		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
PJNEKNFH_03255	CDS	660				hypothetical protein
PJNEKNFH_03256	CDS	1302		2.1.1.-	COG2230	putative fatty acid methyltransferase
PJNEKNFH_03257	CDS	516				hypothetical protein
PJNEKNFH_03258	CDS	282	rpmA_2		COG0211	50S ribosomal protein L27
PJNEKNFH_03259	CDS	534				hypothetical protein
PJNEKNFH_03260	CDS	237				hypothetical protein
PJNEKNFH_03261	CDS	519				hypothetical protein
PJNEKNFH_03262	CDS	504				hypothetical protein
PJNEKNFH_03263	CDS	1203	tdcB_2	4.3.1.19	COG1171	L-threonine ammonia-lyase
PJNEKNFH_03264	CDS	522				hypothetical protein
PJNEKNFH_03265	CDS	918	cyoA_1		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
PJNEKNFH_03266	CDS	2085	cyoB_1	7.1.1.3	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
